ethnicity,locus,allele,count,total,frequency
Chinese,HLA-C,06:02,2202,88800,0.024797297297297297
Chinese,HLA-C,06:30,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:01,549,88800,0.006182432432432433
Chinese,HLA-C,07:02,17715,88800,0.19949324324324325
Chinese,HLA-C,07:04,762,88800,0.008581081081081082
Chinese,HLA-C,07:15,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:154,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:26,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:27,17,88800,0.00019144144144144144
Chinese,HLA-C,07:346,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:39,3,88800,3.3783783783783784e-05
Chinese,HLA-C,07:393N,3,88800,3.3783783783783784e-05
Chinese,HLA-C,07:43,15,88800,0.00016891891891891893
Chinese,HLA-C,07:465,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:539,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:56,17,88800,0.00019144144144144144
Chinese,HLA-C,07:590,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:63,2,88800,2.2522522522522523e-05
Chinese,HLA-C,07:66,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:BKSYS,1,88800,1.1261261261261261e-05
Chinese,HLA-C,07:CAVPF,2,88800,2.2522522522522523e-05
Chinese,HLA-C,07:CWKXT,2,88800,2.2522522522522523e-05
Chinese,HLA-C,08:01,7867,88800,0.08859234234234234
Chinese,HLA-C,08:02,15,88800,0.00016891891891891893
Chinese,HLA-C,08:03,263,88800,0.002961711711711712
Chinese,HLA-C,08:127N,3,88800,3.3783783783783784e-05
Chinese,HLA-C,08:153,1,88800,1.1261261261261261e-05
Chinese,HLA-C,08:41,1,88800,1.1261261261261261e-05
Chinese,HLA-C,08:CAVPJ,1,88800,1.1261261261261261e-05
Chinese,HLA-C,12:02,3233,88800,0.03640765765765766
Chinese,HLA-C,12:03,1151,88800,0.012961711711711711
Chinese,HLA-C,12:04,5,88800,5.630630630630631e-05
Chinese,HLA-C,12:130,2,88800,2.2522522522522523e-05
Chinese,HLA-C,12:18,2,88800,2.2522522522522523e-05
Chinese,HLA-C,12:XX,1,88800,1.1261261261261261e-05
Chinese,HLA-C,14:02,3213,88800,0.03618243243243243
Chinese,HLA-C,14:03,131,88800,0.0014752252252252251
Chinese,HLA-C,14:24,1,88800,1.1261261261261261e-05
Chinese,HLA-C,14:29,5,88800,5.630630630630631e-05
Chinese,HLA-C,14:80,1,88800,1.1261261261261261e-05
Chinese,HLA-C,15:02,3415,88800,0.03845720720720721
Chinese,HLA-C,15:04,8,88800,9.009009009009009e-05
Chinese,HLA-C,15:05,379,88800,0.004268018018018018
Chinese,HLA-C,15:11,2,88800,2.2522522522522523e-05
Chinese,HLA-C,15:79,1,88800,1.1261261261261261e-05
Chinese,HLA-C,15:CWKYB,1,88800,1.1261261261261261e-05
Chinese,HLA-C,15:CZE,1,88800,1.1261261261261261e-05
Chinese,HLA-C,16:01,3,88800,3.3783783783783784e-05
Chinese,HLA-C,16:02,103,88800,0.00115990990990991
Chinese,HLA-C,16:04,29,88800,0.0003265765765765766
Chinese,HLA-C,17:01,13,88800,0.0001463963963963964
Chinese,HLA-C,18:01,1,88800,1.1261261261261261e-05
Indian,DQB1,-:,1,10980,9.107468123861566e-05
Indian,DQB1,02:01,1725,10980,0.15710382513661203
Indian,DQB1,02:02,4,10980,0.00036429872495446266
Indian,DQB1,02:07,8,10980,0.0007285974499089253
Indian,DQB1,03:01,1358,10980,0.12367941712204007
Indian,DQB1,03:02,1122,10980,0.10218579234972677
Indian,DQB1,03:03,945,10980,0.0860655737704918
Indian,DQB1,03:05,13,10980,0.0011839708561020036
Indian,DQB1,03:11,3,10980,0.000273224043715847
Indian,DQB1,03:228,1,10980,9.107468123861566e-05
Indian,DQB1,04:01,31,10980,0.002823315118397086
Indian,DQB1,04:02,156,10980,0.014207650273224045
Indian,DQB1,05:01,1084,10980,0.09872495446265939
Indian,DQB1,05:02,289,10980,0.026320582877959926
Indian,DQB1,05:03,1070,10980,0.09744990892531877
Indian,DQB1,05:04,11,10980,0.0010018214936247723
Indian,DQB1,05:10,1,10980,9.107468123861566e-05
Indian,DQB1,05:115,1,10980,9.107468123861566e-05
Indian,DQB1,05:23,5,10980,0.0004553734061930783
Indian,DQB1,06:01,1894,10980,0.17249544626593807
Indian,DQB1,06:02,205,10980,0.018670309653916212
Indian,DQB1,06:03,721,10980,0.0656648451730419
Indian,DQB1,06:04,129,10980,0.011748633879781421
Indian,DQB1,06:09,195,10980,0.017759562841530054
Indian,DQB1,06:48,7,10980,0.0006375227686703097
Indian,DQB1,06:92,1,10980,9.107468123861566e-05
Indian,DRB1,01:01,269,10980,0.024499089253187615
Indian,DRB1,01:02,6,10980,0.000546448087431694
Indian,DRB1,03:01,698,10980,0.06357012750455374
Indian,DRB1,03:02,1,10980,9.107468123861566e-05
Indian,DRB1,04:01,151,10980,0.013752276867030965
Indian,DRB1,04:02,28,10980,0.0025500910746812386
Indian,DRB1,04:03,775,10980,0.07058287795992714
Indian,DRB1,04:04,113,10980,0.01029143897996357
Indian,DRB1,04:05,91,10980,0.008287795992714026
Indian,DRB1,04:06,20,10980,0.0018214936247723133
Indian,DRB1,04:07,22,10980,0.0020036429872495446
Indian,DRB1,04:08,33,10980,0.003005464480874317
Indian,DRB1,04:09,1,10980,9.107468123861566e-05
Indian,DRB1,04:10,51,10980,0.004644808743169399
Indian,DRB1,04:13,1,10980,9.107468123861566e-05
Indian,DRB1,04:18,6,10980,0.000546448087431694
Indian,DRB1,07:01,1873,10980,0.17058287795992713
Indian,DRB1,07:03,17,10980,0.0015482695810564663
Indian,DRB1,07:41,1,10980,9.107468123861566e-05
Indian,DRB1,08:01,18,10980,0.001639344262295082
Indian,DRB1,08:02,62,10980,0.005646630236794172
Indian,DRB1,08:03,179,10980,0.016302367941712203
Indian,DRB1,08:04,5,10980,0.0004553734061930783
Indian,DRB1,08:09,1,10980,9.107468123861566e-05
Indian,DRB1,08:10,1,10980,9.107468123861566e-05
Indian,DRB1,08:12,1,10980,9.107468123861566e-05
Indian,DRB1,09:01,110,10980,0.010018214936247723
Indian,DRB1,09:27,1,10980,9.107468123861566e-05
Indian,DRB1,10:01,751,10980,0.06839708561020036
Indian,DRB1,10:02,2,10980,0.00018214936247723133
Indian,DRB1,11:01,486,10980,0.04426229508196721
Indian,DRB1,11:03,2,10980,0.00018214936247723133
Indian,DRB1,11:04,104,10980,0.00947176684881603
Indian,DRB1,11:06,16,10980,0.0014571948998178506
Indian,DRB1,11:08,4,10980,0.00036429872495446266
Indian,DRB1,11:11,9,10980,0.000819672131147541
Indian,DRB1,11:18,1,10980,9.107468123861566e-05
Indian,DRB1,11:29,1,10980,9.107468123861566e-05
Indian,DRB1,11:66,9,10980,0.000819672131147541
Indian,DRB1,12:01,67,10980,0.006102003642987249
Indian,DRB1,12:02,446,10980,0.04061930783242259
Indian,DRB1,13:01,705,10980,0.06420765027322405
Indian,DRB1,13:02,339,10980,0.03087431693989071
Indian,DRB1,13:03,7,10980,0.0006375227686703097
Indian,DRB1,13:12,1,10980,9.107468123861566e-05
Indian,DRB1,13:49,8,10980,0.0007285974499089253
Indian,DRB1,13:50,1,10980,9.107468123861566e-05
Indian,DRB1,14:01,78,10980,0.007103825136612022
Indian,DRB1,14:02,5,10980,0.0004553734061930783
Indian,DRB1,14:03,2,10980,0.00018214936247723133
Indian,DRB1,14:04,864,10980,0.07868852459016394
Indian,DRB1,14:05,11,10980,0.0010018214936247723
Indian,DRB1,14:06,3,10980,0.000273224043715847
Indian,DRB1,14:07,17,10980,0.0015482695810564663
Indian,DRB1,14:10,13,10980,0.0011839708561020036
Indian,DRB1,14:11,3,10980,0.000273224043715847
Indian,DRB1,14:15,31,10980,0.002823315118397086
Indian,DRB1,14:18,3,10980,0.000273224043715847
Indian,DRB1,14:19,2,10980,0.00018214936247723133
Indian,DRB1,14:28,1,10980,9.107468123861566e-05
Indian,DRB1,14:33,1,10980,9.107468123861566e-05
Indian,DRB1,15:01,1186,10980,0.10801457194899818
Indian,DRB1,15:02,1084,10980,0.09872495446265939
Indian,DRB1,15:04,25,10980,0.002276867030965392
Indian,DRB1,15:06,100,10980,0.009107468123861567
Indian,DRB1,15:47,1,10980,9.107468123861566e-05
Indian,DRB1,16:01,2,10980,0.00018214936247723133
Indian,DRB1,16:02,48,10980,0.004371584699453552
Indian,DRB1,16:10,5,10980,0.0004553734061930783
Indian,DRB1,16:38,1,10980,9.107468123861566e-05
Indian,HLA-A,01:01,1521,10980,0.13852459016393442
Indian,HLA-A,01:12,1,10980,9.107468123861566e-05
Indian,HLA-A,02:01,591,10980,0.05382513661202186
Indian,HLA-A,02:02,3,10980,0.000273224043715847
Indian,HLA-A,02:03,128,10980,0.011657559198542805
Indian,HLA-A,02:05,69,10980,0.006284153005464481
Indian,HLA-A,02:06,187,10980,0.01703096539162113
Indian,HLA-A,02:07,30,10980,0.00273224043715847
Indian,HLA-A,02:08,2,10980,0.00018214936247723133
Indian,HLA-A,02:11,703,10980,0.06402550091074681
Indian,HLA-A,02:16,91,10980,0.008287795992714026
Indian,HLA-A,02:20,14,10980,0.0012750455373406193
Indian,HLA-A,02:64,1,10980,9.107468123861566e-05
Indian,HLA-A,03:01,678,10980,0.06174863387978142
Indian,HLA-A,03:02,72,10980,0.006557377049180328
Indian,HLA-A,03:76,2,10980,0.00018214936247723133
Indian,HLA-A,11:01,1569,10980,0.142896174863388
Indian,HLA-A,11:02,14,10980,0.0012750455373406193
Indian,HLA-A,11:03,6,10980,0.000546448087431694
Indian,HLA-A,11:04,1,10980,9.107468123861566e-05
Indian,HLA-A,11:19,1,10980,9.107468123861566e-05
Indian,HLA-A,11:20,1,10980,9.107468123861566e-05
Indian,HLA-A,11:233,1,10980,9.107468123861566e-05
Indian,HLA-A,11:44,1,10980,9.107468123861566e-05
Indian,HLA-A,11:58,1,10980,9.107468123861566e-05
Indian,HLA-A,23:01,54,10980,0.004918032786885246
Indian,HLA-A,24:02,1821,10980,0.16584699453551913
Indian,HLA-A,24:03,34,10980,0.0030965391621129326
Indian,HLA-A,24:07,244,10980,0.022222222222222223
Indian,HLA-A,24:10,19,10980,0.0017304189435336976
Indian,HLA-A,24:121,1,10980,9.107468123861566e-05
Indian,HLA-A,24:17,35,10980,0.0031876138433515485
Indian,HLA-A,24:37,1,10980,9.107468123861566e-05
Indian,HLA-A,26:01,435,10980,0.03961748633879782
Indian,HLA-A,29:01,95,10980,0.008652094717668488
Indian,HLA-A,29:02,4,10980,0.00036429872495446266
Indian,HLA-A,30:01,165,10980,0.015027322404371584
Indian,HLA-A,30:02,29,10980,0.0026411657559198545
Indian,HLA-A,30:04,4,10980,0.00036429872495446266
Indian,HLA-A,31:01,321,10980,0.029234972677595627
Indian,HLA-A,31:12,5,10980,0.0004553734061930783
Indian,HLA-A,31:16,2,10980,0.00018214936247723133
Indian,HLA-A,32:01,288,10980,0.02622950819672131
Indian,HLA-A,32:11Q,1,10980,9.107468123861566e-05
Indian,HLA-A,33:01,7,10980,0.0006375227686703097
Indian,HLA-A,33:03,1096,10980,0.09981785063752277
Indian,HLA-A,33:112,2,10980,0.00018214936247723133
Indian,HLA-A,34:01,28,10980,0.0025500910746812386
Indian,HLA-A,34:02,1,10980,9.107468123861566e-05
Indian,HLA-A,66:01,1,10980,9.107468123861566e-05
Indian,HLA-A,68:01,583,10980,0.05309653916211293
Indian,HLA-A,68:02,2,10980,0.00018214936247723133
Indian,HLA-A,68:50,1,10980,9.107468123861566e-05
Indian,HLA-A,68:99,2,10980,0.00018214936247723133
Indian,HLA-A,74:01,9,10980,0.000819672131147541
Indian,HLA-A,74:03,2,10980,0.00018214936247723133
Indian,HLA-B,07:02,431,10980,0.03925318761384335
Indian,HLA-B,07:05,434,10980,0.0395264116575592
Indian,HLA-B,07:09,1,10980,9.107468123861566e-05
Indian,HLA-B,08:01,316,10980,0.02877959927140255
Indian,HLA-B,13:01,186,10980,0.016939890710382512
Indian,HLA-B,13:02,174,10980,0.015846994535519125
Indian,HLA-B,14:02,6,10980,0.000546448087431694
Indian,HLA-B,14:03,1,10980,9.107468123861566e-05
Indian,HLA-B,15:01,181,10980,0.016484517304189435
Indian,HLA-B,15:02,306,10980,0.027868852459016394
Indian,HLA-B,15:03,1,10980,9.107468123861566e-05
Indian,HLA-B,15:04,4,10980,0.00036429872495446266
Indian,HLA-B,15:05,95,10980,0.008652094717668488
Indian,HLA-B,15:08,25,10980,0.002276867030965392
Indian,HLA-B,15:09,1,10980,9.107468123861566e-05
Indian,HLA-B,15:10,5,10980,0.0004553734061930783
Indian,HLA-B,15:11,1,10980,9.107468123861566e-05
Indian,HLA-B,15:113,1,10980,9.107468123861566e-05
Indian,HLA-B,15:12,3,10980,0.000273224043715847
Indian,HLA-B,15:13,40,10980,0.0036429872495446266
Indian,HLA-B,15:17,89,10980,0.008105646630236794
Indian,HLA-B,15:18,214,10980,0.019489981785063754
Indian,HLA-B,15:21,22,10980,0.0020036429872495446
Indian,HLA-B,15:25,65,10980,0.005919854280510018
Indian,HLA-B,15:29,17,10980,0.0015482695810564663
Indian,HLA-B,15:32,7,10980,0.0006375227686703097
Indian,HLA-B,15:35,4,10980,0.00036429872495446266
Indian,HLA-B,15:38,1,10980,9.107468123861566e-05
Indian,HLA-B,15:46,1,10980,9.107468123861566e-05
Indian,HLA-B,15:75,3,10980,0.000273224043715847
Indian,HLA-B,18:01,251,10980,0.022859744990892533
Indian,HLA-B,18:02,19,10980,0.0017304189435336976
Indian,HLA-B,18:116,1,10980,9.107468123861566e-05
Indian,HLA-B,18:22,1,10980,9.107468123861566e-05
Indian,HLA-B,27:02,6,10980,0.000546448087431694
Indian,HLA-B,27:04,28,10980,0.0025500910746812386
Indian,HLA-B,27:05,72,10980,0.006557377049180328
Indian,HLA-B,27:06,8,10980,0.0007285974499089253
Indian,HLA-B,27:07,27,10980,0.002459016393442623
Indian,HLA-B,35:01,565,10980,0.05145719489981785
Indian,HLA-B,35:02,20,10980,0.0018214936247723133
Indian,HLA-B,35:03,629,10980,0.05728597449908925
Indian,HLA-B,35:05,32,10980,0.0029143897996357013
Indian,HLA-B,35:08,19,10980,0.0017304189435336976
Indian,HLA-B,35:21,1,10980,9.107468123861566e-05
Indian,HLA-B,35:30,2,10980,0.00018214936247723133
Indian,HLA-B,35:310,1,10980,9.107468123861566e-05
Indian,HLA-B,35:360,1,10980,9.107468123861566e-05
Indian,HLA-B,37:01,400,10980,0.03642987249544627
Indian,HLA-B,37:04,3,10980,0.000273224043715847
Indian,HLA-B,38:01,17,10980,0.0015482695810564663
Indian,HLA-B,38:02,111,10980,0.010109289617486339
Indian,HLA-B,39:01,80,10980,0.007285974499089253
Indian,HLA-B,39:06,14,10980,0.0012750455373406193
Indian,HLA-B,40:01,277,10980,0.02522768670309654
Indian,HLA-B,40:02,42,10980,0.003825136612021858
Indian,HLA-B,40:03,1,10980,9.107468123861566e-05
Indian,HLA-B,40:06,1106,10980,0.10072859744990892
Indian,HLA-B,40:10,2,10980,0.00018214936247723133
Indian,HLA-B,40:23,6,10980,0.000546448087431694
Indian,HLA-B,40:26,3,10980,0.000273224043715847
Indian,HLA-B,40:295,2,10980,0.00018214936247723133
Indian,HLA-B,40:50,3,10980,0.000273224043715847
Indian,HLA-B,41:01,31,10980,0.002823315118397086
Indian,HLA-B,41:02,1,10980,9.107468123861566e-05
Indian,HLA-B,42:01,1,10980,9.107468123861566e-05
Indian,HLA-B,44:02,58,10980,0.005282331511839709
Indian,HLA-B,44:03,672,10980,0.06120218579234973
Indian,HLA-B,44:06,2,10980,0.00018214936247723133
Indian,HLA-B,45:01,7,10980,0.0006375227686703097
Indian,HLA-B,46:01,34,10980,0.0030965391621129326
Indian,HLA-B,47:01,3,10980,0.000273224043715847
Indian,HLA-B,48:01,27,10980,0.002459016393442623
Indian,HLA-B,48:04,8,10980,0.0007285974499089253
Indian,HLA-B,49:01,61,10980,0.005555555555555556
Indian,HLA-B,50:01,186,10980,0.016939890710382512
Indian,HLA-B,51:01,766,10980,0.0697632058287796
Indian,HLA-B,51:02,11,10980,0.0010018214936247723
Indian,HLA-B,51:06,107,10980,0.009744990892531877
Indian,HLA-B,51:07,23,10980,0.0020947176684881605
Indian,HLA-B,51:08,12,10980,0.001092896174863388
Indian,HLA-B,51:09,1,10980,9.107468123861566e-05
Indian,HLA-B,51:19,8,10980,0.0007285974499089253
Indian,HLA-B,52:01,840,10980,0.07650273224043716
Indian,HLA-B,52:04,4,10980,0.00036429872495446266
Indian,HLA-B,53:01,16,10980,0.0014571948998178506
Indian,HLA-B,53:09,1,10980,9.107468123861566e-05
Indian,HLA-B,54:01,9,10980,0.000819672131147541
Indian,HLA-B,55:01,232,10980,0.021129326047358836
Indian,HLA-B,55:02,20,10980,0.0018214936247723133
Indian,HLA-B,55:03,2,10980,0.00018214936247723133
Indian,HLA-B,56:01,80,10980,0.007285974499089253
Indian,HLA-B,56:03,1,10980,9.107468123861566e-05
Indian,HLA-B,56:04,1,10980,9.107468123861566e-05
Indian,HLA-B,57:01,793,10980,0.07222222222222222
Indian,HLA-B,57:03,2,10980,0.00018214936247723133
Indian,HLA-B,58:01,574,10980,0.052276867030965395
Indian,HLA-B,58:02,1,10980,9.107468123861566e-05
Indian,HLA-C,01:02,471,10980,0.04289617486338798
Indian,HLA-C,01:03,3,10980,0.000273224043715847
Indian,HLA-C,01:17,3,10980,0.000273224043715847
Indian,HLA-C,02:02,93,10980,0.008469945355191256
Indian,HLA-C,02:08,2,10980,0.00018214936247723133
Indian,HLA-C,03:02,573,10980,0.05218579234972678
Indian,HLA-C,03:03,207,10980,0.018852459016393444
Indian,HLA-C,03:04,211,10980,0.019216757741347904
Indian,HLA-C,03:88,3,10980,0.000273224043715847
Indian,HLA-C,04:01,1221,10980,0.11120218579234972
Indian,HLA-C,04:03,192,10980,0.017486338797814208
Indian,HLA-C,04:06,9,10980,0.000819672131147541
Indian,HLA-C,04:10,14,10980,0.0012750455373406193
Indian,HLA-C,04:147,1,10980,9.107468123861566e-05
Indian,HLA-C,04:29,1,10980,9.107468123861566e-05
Indian,HLA-C,04:AKWXK,1,10980,9.107468123861566e-05
Indian,HLA-C,05:01,71,10980,0.006466302367941712
Indian,HLA-C,06:02,1562,10980,0.14225865209471766
Indian,HLA-C,06:203,2,10980,0.00018214936247723133
Indian,HLA-C,07:01,871,10980,0.07932604735883425
Indian,HLA-C,07:02,1351,10980,0.12304189435336976
Indian,HLA-C,07:04,270,10980,0.02459016393442623
Indian,HLA-C,07:13,3,10980,0.000273224043715847
Indian,HLA-C,07:17,1,10980,9.107468123861566e-05
Indian,HLA-C,07:26,55,10980,0.005009107468123861
Indian,HLA-C,07:29,7,10980,0.0006375227686703097
Indian,HLA-C,07:317,1,10980,9.107468123861566e-05
Indian,HLA-C,08:01,366,10980,0.03333333333333333
Indian,HLA-C,08:02,7,10980,0.0006375227686703097
Indian,HLA-C,08:03,10,10980,0.0009107468123861566
Indian,HLA-C,12:02,923,10980,0.08406193078324226
Indian,HLA-C,12:03,501,10980,0.04562841530054645
Indian,HLA-C,12:04,43,10980,0.003916211293260473
Indian,HLA-C,12:05,1,10980,9.107468123861566e-05
Indian,HLA-C,12:08,1,10980,9.107468123861566e-05
Indian,HLA-C,12:09,2,10980,0.00018214936247723133
Indian,HLA-C,12:132,1,10980,9.107468123861566e-05
Indian,HLA-C,12:41,1,10980,9.107468123861566e-05
Indian,HLA-C,14:02,478,10980,0.04353369763205829
Indian,HLA-C,14:03,2,10980,0.00018214936247723133
Indian,HLA-C,14:24,1,10980,9.107468123861566e-05
Indian,HLA-C,15:02,1001,10980,0.09116575591985428
Indian,HLA-C,15:04,12,10980,0.001092896174863388
Indian,HLA-C,15:05,88,10980,0.008014571948998178
Indian,HLA-C,15:07,40,10980,0.0036429872495446266
Indian,HLA-C,15:33,1,10980,9.107468123861566e-05
Indian,HLA-C,15:68,1,10980,9.107468123861566e-05
Indian,HLA-C,16:01,5,10980,0.0004553734061930783
Indian,HLA-C,16:02,256,10980,0.02331511839708561
Indian,HLA-C,16:04,8,10980,0.0007285974499089253
Indian,HLA-C,16:104,1,10980,9.107468123861566e-05
Indian,HLA-C,16:12,1,10980,9.107468123861566e-05
Indian,HLA-C,16:19,1,10980,9.107468123861566e-05
Indian,HLA-C,16:30N,2,10980,0.00018214936247723133
Indian,HLA-C,17:01,27,10980,0.002459016393442623
Malay,DQB1,02:01,1171,11156,0.10496593761204732
Malay,DQB1,02:02,4,11156,0.00035855145213338117
Malay,DQB1,02:07,1,11156,8.963786303334529e-05
Malay,DQB1,02:51,2,11156,0.00017927572606669058
Malay,DQB1,03:01,3945,11156,0.35362136966654717
Malay,DQB1,03:02,304,11156,0.027249910362136965
Malay,DQB1,03:03,595,11156,0.053334528504840446
Malay,DQB1,03:BMSUA,1,11156,8.963786303334529e-05
Malay,DQB1,04:01,172,11156,0.01541771244173539
Malay,DQB1,04:02,167,11156,0.014969523126568662
Malay,DQB1,04:05,1,11156,8.963786303334529e-05
Malay,DQB1,05:01,1396,11156,0.12513445679455001
Malay,DQB1,05:02,1160,11156,0.10397992111868053
Malay,DQB1,05:03,580,11156,0.05198996055934026
Malay,DQB1,05:18,1,11156,8.963786303334529e-05
Malay,DQB1,05:23,3,11156,0.00026891358910003586
Malay,DQB1,05:66,3,11156,0.00026891358910003586
Malay,DQB1,05:CAVTE,1,11156,8.963786303334529e-05
Malay,DQB1,06:01,1202,11156,0.10774471136608103
Malay,DQB1,06:02,166,11156,0.014879885263535318
Malay,DQB1,06:03,125,11156,0.01120473287916816
Malay,DQB1,06:04,27,11156,0.0024202223019003225
Malay,DQB1,06:09,125,11156,0.01120473287916816
Malay,DQB1,06:10,2,11156,0.00017927572606669058
Malay,DQB1,06:132,1,11156,8.963786303334529e-05
Malay,DQB1,06:48,1,11156,8.963786303334529e-05
Malay,DRB1,01:01,54,11156,0.004840444603800645
Malay,DRB1,01:02,8,11156,0.0007171029042667623
Malay,DRB1,03:01,440,11156,0.03944065973467192
Malay,DRB1,04:01,19,11156,0.0017031193976335603
Malay,DRB1,04:02,7,11156,0.000627465041233417
Malay,DRB1,04:03,179,11156,0.016045177482968805
Malay,DRB1,04:04,23,11156,0.0020616708497669415
Malay,DRB1,04:05,356,11156,0.031911079239870924
Malay,DRB1,04:06,58,11156,0.0051989960559340265
Malay,DRB1,04:07,1,11156,8.963786303334529e-05
Malay,DRB1,04:08,3,11156,0.00026891358910003586
Malay,DRB1,04:10,7,11156,0.000627465041233417
Malay,DRB1,07:01,875,11156,0.07843313015417712
Malay,DRB1,08:01,2,11156,0.00017927572606669058
Malay,DRB1,08:02,21,11156,0.001882395123700251
Malay,DRB1,08:03,291,11156,0.026084618142703478
Malay,DRB1,08:04,8,11156,0.0007171029042667623
Malay,DRB1,08:09,11,11156,0.000986016493366798
Malay,DRB1,08:12,15,11156,0.0013445679455001793
Malay,DRB1,08:19,2,11156,0.00017927572606669058
Malay,DRB1,09:01,439,11156,0.03935102187163858
Malay,DRB1,10:01,149,11156,0.013356041591968447
Malay,DRB1,11:01,242,11156,0.021692362854069558
Malay,DRB1,11:02,1,11156,8.963786303334529e-05
Malay,DRB1,11:04,12,11156,0.0010756543564001434
Malay,DRB1,11:05,13,11156,0.0011652922194334888
Malay,DRB1,11:06,27,11156,0.0024202223019003225
Malay,DRB1,11:11,1,11156,8.963786303334529e-05
Malay,DRB1,11:12,2,11156,0.00017927572606669058
Malay,DRB1,11:66,1,11156,8.963786303334529e-05
Malay,DRB1,12:01,42,11156,0.003764790247400502
Malay,DRB1,12:02,3898,11156,0.3494083901039799
Malay,DRB1,13:01,121,11156,0.010846181427034779
Malay,DRB1,13:02,154,11156,0.013804230907135173
Malay,DRB1,13:03,2,11156,0.00017927572606669058
Malay,DRB1,13:12,7,11156,0.000627465041233417
Malay,DRB1,13:49,1,11156,8.963786303334529e-05
Malay,DRB1,14:01,85,11156,0.0076192183578343495
Malay,DRB1,14:03,2,11156,0.00017927572606669058
Malay,DRB1,14:04,408,11156,0.03657224811760488
Malay,DRB1,14:05,29,11156,0.0025994980279670133
Malay,DRB1,14:07,10,11156,0.0008963786303334528
Malay,DRB1,14:08,5,11156,0.0004481893151667264
Malay,DRB1,14:10,17,11156,0.0015238436715668698
Malay,DRB1,14:119,1,11156,8.963786303334529e-05
Malay,DRB1,14:15,3,11156,0.00026891358910003586
Malay,DRB1,14:18,5,11156,0.0004481893151667264
Malay,DRB1,14:20,1,11156,8.963786303334529e-05
Malay,DRB1,14:25,1,11156,8.963786303334529e-05
Malay,DRB1,15:01,659,11156,0.05907135173897454
Malay,DRB1,15:02,2065,11156,0.185102187163858
Malay,DRB1,15:03,5,11156,0.0004481893151667264
Malay,DRB1,15:04,5,11156,0.0004481893151667264
Malay,DRB1,15:06,3,11156,0.00026891358910003586
Malay,DRB1,15:14,3,11156,0.00026891358910003586
Malay,DRB1,16:01,1,11156,8.963786303334529e-05
Malay,DRB1,16:02,356,11156,0.031911079239870924
Malay,HLA-A,01:01,225,11156,0.02016851918250269
Malay,HLA-A,01:03,3,11156,0.00026891358910003586
Malay,HLA-A,01:188,1,11156,8.963786303334529e-05
Malay,HLA-A,01:211,1,11156,8.963786303334529e-05
Malay,HLA-A,02:01,893,11156,0.08004661168877734
Malay,HLA-A,02:02,5,11156,0.0004481893151667264
Malay,HLA-A,02:03,481,11156,0.04311581211903908
Malay,HLA-A,02:05,20,11156,0.0017927572606669057
Malay,HLA-A,02:06,217,11156,0.019451416278235927
Malay,HLA-A,02:07,167,11156,0.014969523126568662
Malay,HLA-A,02:10,1,11156,8.963786303334529e-05
Malay,HLA-A,02:11,71,11156,0.006364288275367515
Malay,HLA-A,02:16,3,11156,0.00026891358910003586
Malay,HLA-A,02:64,3,11156,0.00026891358910003586
Malay,HLA-A,02:92,1,11156,8.963786303334529e-05
Malay,HLA-A,02:BKSXJ,1,11156,8.963786303334529e-05
Malay,HLA-A,03:01,122,11156,0.010935819290068125
Malay,HLA-A,03:02,9,11156,0.0008067407673001076
Malay,HLA-A,11:01,2011,11156,0.18026174256005736
Malay,HLA-A,11:02,49,11156,0.004392255288633919
Malay,HLA-A,11:03,4,11156,0.00035855145213338117
Malay,HLA-A,11:04,56,11156,0.005019720329867336
Malay,HLA-A,11:19,1,11156,8.963786303334529e-05
Malay,HLA-A,11:CAVJD,1,11156,8.963786303334529e-05
Malay,HLA-A,11:GMDT,1,11156,8.963786303334529e-05
Malay,HLA-A,23:01,10,11156,0.0008963786303334528
