N,coverage,match_level,ethnicity,model_variant
85044.89341802668,0.361570629905239,8of8,Chinese,cross_ethnic
91158.88299750819,0.3690358244398974,8of8,Chinese,cross_ethnic
97712.41535346501,0.3765443063663289,8of8,Chinese,cross_ethnic
104737.08979594486,0.38409367335206457,8of8,Chinese,cross_ethnic
112266.77735108136,0.3916814928437956,8of8,Chinese,cross_ethnic
120337.78407775905,0.399305297757679,8of8,Chinese,cross_ethnic
128989.02612533081,0.4069625826757632,8of8,Chinese,cross_ethnic
138262.21737646536,0.41465080090809536,8of8,Chinese,cross_ethnic
148202.070579886,0.4223673626725301,8of8,Chinese,cross_ethnic
158856.51294280528,0.43010963453206613,8of8,Chinese,cross_ethnic
170276.91722258978,0.43787494012974293,8of8,Chinese,cross_ethnic
182518.34943190424,0.4456605621841299,8of8,Chinese,cross_ethnic
195639.8343517065,0.4534637456562662,8of8,Chinese,cross_ethnic
209704.64013232305,0.4612817019662196,8of8,Chinese,cross_ethnic
224780.58335487253,0.46911161411510816,8of8,Chinese,cross_ethnic
240940.35602395269,0.47695064254755776,8of8,Chinese,cross_ethnic
258261.87606826748,0.48479593156482526,8of8,Chinese,cross_ethnic
276828.6630392061,0.4926446160699237,8of8,Chinese,cross_ethnic
296730.24081888725,0.5004938283975348,8of8,Chinese,cross_ethnic
318062.5692794119,0.5083407049607793,8of8,Chinese,cross_ethnic
340928.50697468076,0.5161823924421994,8of8,Chinese,cross_ethnic
365438.30709572544,0.5240160532738246,8of8,Chinese,cross_ethnic
391710.1490809261,0.5318388701935821,8of8,Chinese,cross_ethnic
419870.70844439056,0.5396480497304272,8of8,Chinese,cross_ethnic
450055.76757004973,0.5474408245520737,8of8,Chinese,cross_ethnic
482410.8704165374,0.5552144546980302,8of8,Chinese,cross_ethnic
517092.0242896755,0.5629662278071914,8of8,Chinese,cross_ethnic
554266.4520663096,0.5706934585252472,8of8,Chinese,cross_ethnic
594113.3984965039,0.5783934873369694,8of8,Chinese,cross_ethnic
636824.9944718586,0.5860636791087288,8of8,Chinese,cross_ethnic
682607.1834272379,0.5937014216457427,8of8,Chinese,cross_ethnic
731680.7143427192,0.6013041245659738,8of8,Chinese,cross_ethnic
784282.2061337682,0.6088692187684271,8of8,Chinese,cross_ethnic
840665.2885618317,0.6163941567289944,8of8,Chinese,cross_ethnic
901101.8251665018,0.623876413794787,8of8,Chinese,cross_ethnic
965883.2241158709,0.6313134905726111,8of8,Chinese,cross_ethnic
1035321.8432956616,0.6387029164248451,8of8,Chinese,cross_ethnic
1109752.496412072,0.6460422540032492,8of8,Chinese,cross_ethnic
1189534.0673703207,0.6533291046749858,8of8,Chinese,cross_ethnic
1275051.2407130129,0.6605611146317257,8of8,Chinese,cross_ethnic
1366716.3564620046,0.667735981427643,8of8,Chinese,cross_ethnic
1464971.3983072848,0.6748514606694322,8of8,Chinese,cross_ethnic
1570290.1247293775,0.6819053725831451,8of8,Chinese,cross_ethnic
1683180.353330955,0.6888956082076518,8of8,Chinese,cross_ethnic
1804186.409392072,0.6958201350086097,8of8,Chinese,cross_ethnic
1933891.750455232,0.7026770017629,8of8,Chinese,cross_ethnic
2072921.77959537,0.7094643426228318,8of8,Chinese,cross_ethnic
2221946.8609395237,0.7161803803233827,8of8,Chinese,cross_ethnic
2381685.5519761606,0.7228234285374093,8of8,Chinese,cross_ethnic
2552908.0682395166,0.729391893408851,8of8,Chinese,cross_ethnic
2736439.9970746664,0.7358842743013844,8of8,Chinese,cross_ethnic
2933166.2783900425,0.742299163791686,8of8,Chinese,cross_ethnic
3144035.4715915,0.748635246917177,8of8,Chinese,cross_ethnic
3370064.3292719247,0.7548912996649251,8of8,Chinese,cross_ethnic
3612342.6997094303,0.7610661866700217,8of8,Chinese,cross_ethnic
3872038.781812557,0.7671588580875527,8of8,Chinese,cross_ethnic
4150404.7578504723,0.7731683456202663,8of8,Chinese,cross_ethnic
4448782.831127585,0.7790937577288556,8of8,Chinese,cross_ethnic
4768611.697714474,0.7849342741227008,8of8,Chinese,cross_ethnic
